country,population,gdp,countryLabel,continent,continentLabel,lon,lat,coordinate_location,image
http://www.wikidata.org/entity/Q233,465292,17743376199,Malta,http://www.wikidata.org/entity/Q46,Europe,14.5,35.88333333,"14.5,35.883333333",http://commons.wikimedia.org/wiki/Special:FilePath/Malta%2C%202010%20-%20panoramio%20-%20Bengt%20Nyman%20%2823%29.jpg
http://www.wikidata.org/entity/Q826,436330,5405557162,Maldives,http://www.wikidata.org/entity/Q48,Asia,73.51,4.18,"73.51,4.18",http://commons.wikimedia.org/wiki/Special:FilePath/%E6%B0%B4%E4%B8%8A%E3%82%B3%E3%83%86%E3%83%BC%E3%82%B8%20%28215186373%29.jpeg
http://www.wikidata.org/entity/Q921,428697,14006497000,Brunei,http://www.wikidata.org/entity/Q48,Asia,114.566667,4.4,"114.566667,4.4",http://commons.wikimedia.org/wiki/Special:FilePath/Sultan%20Omar%20Ali%20Saifuddin%20Mosque%2002.jpg
http://www.wikidata.org/entity/Q242,374681,2491500000,Belize,http://www.wikidata.org/entity/Q49,North America,-88.7,17.06666667,"-88.7,17.066666666",http://commons.wikimedia.org/wiki/Special:FilePath/Belize%20Topography.png
http://www.wikidata.org/entity/Q189,364260,25552639899,Iceland,http://www.wikidata.org/entity/Q46,Europe,-19,65,"-19,65",http://commons.wikimedia.org/wiki/Special:FilePath/Iceland%20satellite.jpg
http://www.wikidata.org/entity/Q244,303431,4843800000,Barbados,http://www.wikidata.org/entity/Q49,North America,-59.5525,13.17,"-59.5525,13.17",http://commons.wikimedia.org/wiki/Special:FilePath/Barbados%20%2850%29.jpg
http://www.wikidata.org/entity/Q686,300019,971636098,Vanuatu,http://www.wikidata.org/entity/Q538,Insular Oceania,168.0166694,-16.63333056,"168.016669444,-16.633330555",http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Vanuatu%20in%20October%201998.jpg
http://www.wikidata.org/entity/Q683,198410,832421565,Samoa,http://www.wikidata.org/entity/Q538,Insular Oceania,-172.2175,-13.745,"-172.2175,-13.745",http://commons.wikimedia.org/wiki/Special:FilePath/Beach%20on%20Upolu%20Island%2C%20Samoa%2C%202009.jpg
http://www.wikidata.org/entity/Q760,167591,1691259259,Saint Lucia,http://www.wikidata.org/entity/Q49,North America,-60.96666667,13.88333333,"-60.966666666,13.883333333",http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Lucia.png
http://www.wikidata.org/entity/Q769,114299,1122800000,Grenada,http://www.wikidata.org/entity/Q49,North America,-61.666667,12.116667,"-61.666667,12.116667",http://commons.wikimedia.org/wiki/Special:FilePath/StGeorgesGrenada2000.jpg
http://www.wikidata.org/entity/Q757,109897,872226064,Saint Vincent and the Grenadines,http://www.wikidata.org/entity/Q49,North America,-61.2296,13.0139,"-61.2296,13.0139",http://commons.wikimedia.org/wiki/Special:FilePath/ISS006-E-38029%20-%20View%20of%20the%20Lesser%20Antilles.jpg
http://www.wikidata.org/entity/Q781,101489,1560518519,Antigua and Barbuda,http://www.wikidata.org/entity/Q49,North America,-61.85,17.11666667,"-61.85,17.116666666",http://commons.wikimedia.org/wiki/Special:FilePath/Satellite%20image%20of%20Antigua%20And%20Barbuda%20in%20September%202002.jpg
http://www.wikidata.org/entity/Q1042,95843,1286687873,Seychelles,http://www.wikidata.org/entity/Q15,Africa,52.766667,-7.1,"52.766667,-7.1",http://commons.wikimedia.org/wiki/Special:FilePath/Grand%20Anse-La%20Digue-Seychellen.jpg
http://www.wikidata.org/entity/Q228,81588,3325145407,Andorra,http://www.wikidata.org/entity/Q46,Europe,1.555277777,42.55833333,"1.555277777,42.558333333",http://commons.wikimedia.org/wiki/Special:FilePath/Andorra%20la%20Vella%20-%20footpath.jpg
http://www.wikidata.org/entity/Q784,74656,555266667,Dominica,http://www.wikidata.org/entity/Q49,North America,-61.333333,15.416667,"-61.333333,15.416667",http://commons.wikimedia.org/wiki/Special:FilePath/Dominica%20from%20ISS.jpg
http://www.wikidata.org/entity/Q763,55345,860844444,Saint Kitts and Nevis,http://www.wikidata.org/entity/Q49,North America,-62.66666944,17.27166667,"-62.666669444,17.271666666",http://commons.wikimedia.org/wiki/Special:FilePath/Approaching%20St%20Kitts%20and%20Nevis%20-%20southern%20tip%20of%20St.%20Kitts%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q235,38350,8596156574,Monaco,http://www.wikidata.org/entity/Q46,Europe,7.42,43.73111111,"7.42,43.731111111",http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20view%20of%20Monaco%20%2801%29.jpg
http://www.wikidata.org/entity/Q347,37922,7186428783,Liechtenstein,http://www.wikidata.org/entity/Q46,Europe,9.553889,47.145,"9.553889,47.145",http://commons.wikimedia.org/wiki/Special:FilePath/Liechtenstein%20asv2022-10%20img02%20Vaduz%20Aussicht%20beim%20Schloss.jpg
http://www.wikidata.org/entity/Q238,33607,1855382833,San Marino,http://www.wikidata.org/entity/Q46,Europe,12.46666667,43.93333333,"12.466666666,43.933333333",http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Mount%20Titano%20-%20San%20Marino.jpg
http://www.wikidata.org/entity/Q697,13650,145536603,Nauru,http://www.wikidata.org/entity/Q538,Insular Oceania,166.935,-0.5275,"166.935,-0.5275",http://commons.wikimedia.org/wiki/Special:FilePath/Coral%20reef%20on%20Nauru.jpg
http://www.wikidata.org/entity/Q672,11792,60196367,Tuvalu,http://www.wikidata.org/entity/Q538,Insular Oceania,178.005556,-7.475,"178.005556,-7.475",http://commons.wikimedia.org/wiki/Special:FilePath/Nui%20atoll.jpg
